Dvrs13*        0.2426737E+02  0.8945631E-01  0.2417732E+02  0.2435529E+02  two    0.2409142E+02  0.2444277E+02  two    0.2403486E+02  0.2449795E+02  two     D_V(1.3)/r_{\rm{drag}}
Dvrs135*       0.2475813E+02  0.8776293E-01  0.2466971E+02  0.2484434E+02  two    0.2458555E+02  0.2493029E+02  two    0.2452999E+02  0.2498423E+02  two     D_V(1.35)/r_{\rm{drag}}
Dvrs14*        0.2522894E+02  0.8604843E-01  0.2514229E+02  0.2531352E+02  two    0.2505980E+02  0.2539765E+02  two    0.2500512E+02  0.2545037E+02  two     D_V(1.4)/r_{\rm{drag}}
Dvrs145*       0.2568082E+02  0.8432287E-01  0.2559597E+02  0.2576368E+02  two    0.2551501E+02  0.2584610E+02  two    0.2546138E+02  0.2589764E+02  two     D_V(1.45)/r_{\rm{drag}}
Dvrs15*        0.2611472E+02  0.8259487E-01  0.2603166E+02  0.2619592E+02  two    0.2595221E+02  0.2627662E+02  two    0.2590008E+02  0.2632668E+02  two     D_V(1.5)/r_{\rm{drag}}
Dvrs155*       0.2653154E+02  0.8087141E-01  0.2645026E+02  0.2661104E+02  two    0.2637261E+02  0.2669004E+02  two    0.2632122E+02  0.2673898E+02  two     D_V(1.55)/r_{\rm{drag}}
Dvrs16*        0.2693213E+02  0.7915853E-01  0.2685258E+02  0.2701001E+02  two    0.2677663E+02  0.2708723E+02  two    0.2672616E+02  0.2713514E+02  two     D_V(1.6)/r_{\rm{drag}}
Dvrs165*       0.2731730E+02  0.7746109E-01  0.2723943E+02  0.2739347E+02  two    0.2716507E+02  0.2746913E+02  two    0.2711579E+02  0.2751580E+02  two     D_V(1.65)/r_{\rm{drag}}
Dvrs17*        0.2768781E+02  0.7578315E-01  0.2761162E+02  0.2776237E+02  two    0.2753885E+02  0.2783638E+02  two    0.2749084E+02  0.2788197E+02  two     D_V(1.7)/r_{\rm{drag}}
Dvrs175*       0.2804437E+02  0.7412799E-01  0.2796987E+02  0.2811735E+02  two    0.2789868E+02  0.2818960E+02  two    0.2785159E+02  0.2823409E+02  two     D_V(1.75)/r_{\rm{drag}}
Dvrs18*        0.2838765E+02  0.7249820E-01  0.2831475E+02  0.2845902E+02  two    0.2824504E+02  0.2852960E+02  two    0.2819901E+02  0.2857325E+02  two     D_V(1.8)/r_{\rm{drag}}
Dvrs185*       0.2871830E+02  0.7089592E-01  0.2864701E+02  0.2878816E+02  two    0.2857888E+02  0.2885691E+02  two    0.2853377E+02  0.2889973E+02  two     D_V(1.85)/r_{\rm{drag}}
Dvrs19*        0.2903690E+02  0.6932275E-01  0.2896716E+02  0.2910522E+02  two    0.2890074E+02  0.2917248E+02  two    0.2885646E+02  0.2921424E+02  two     D_V(1.9)/r_{\rm{drag}}
Dvrs195*       0.2934404E+02  0.6777993E-01  0.2927583E+02  0.2941090E+02  two    0.2921081E+02  0.2947680E+02  two    0.2916787E+02  0.2951734E+02  two     D_V(1.95)/r_{\rm{drag}}
Dvrs2*         0.2964024E+02  0.6626832E-01  0.2957353E+02  0.2970564E+02  two    0.2951000E+02  0.2977005E+02  two    0.2946791E+02  0.2980976E+02  two     D_V(2.0)/r_{\rm{drag}}
Dvrs205*       0.2992600E+02  0.6478864E-01  0.2986079E+02  0.2998995E+02  two    0.2979868E+02  0.3005296E+02  two    0.2975728E+02  0.3009169E+02  two     D_V(2.05)/r_{\rm{drag}}
Dvrs21*        0.3020181E+02  0.6334116E-01  0.3013806E+02  0.3026435E+02  two    0.3007740E+02  0.3032585E+02  two    0.3003689E+02  0.3036372E+02  two     D_V(2.1)/r_{\rm{drag}}
Dvrs215*       0.3046811E+02  0.6192611E-01  0.3040581E+02  0.3052930E+02  two    0.3034642E+02  0.3058943E+02  two    0.3030677E+02  0.3062638E+02  two     D_V(2.15)/r_{\rm{drag}}
Dvrs22*        0.3072533E+02  0.6054348E-01  0.3066448E+02  0.3078514E+02  two    0.3060630E+02  0.3084397E+02  two    0.3056749E+02  0.3087998E+02  two     D_V(2.2)/r_{\rm{drag}}
Dvrs225*       0.3097387E+02  0.5919311E-01  0.3091437E+02  0.3103238E+02  two    0.3085760E+02  0.3108980E+02  two    0.3081940E+02  0.3112497E+02  two     D_V(2.25)/r_{\rm{drag}}
Dvrs23*        0.3121411E+02  0.5787484E-01  0.3115596E+02  0.3127133E+02  two    0.3110039E+02  0.3132743E+02  two    0.3106301E+02  0.3136184E+02  two     D_V(2.3)/r_{\rm{drag}}
Dvrs235*       0.3144641E+02  0.5658825E-01  0.3138953E+02  0.3150238E+02  two    0.3133531E+02  0.3155726E+02  two    0.3129865E+02  0.3159058E+02  two     D_V(2.35)/r_{\rm{drag}}
Dvrs24*        0.3167112E+02  0.5533297E-01  0.3161552E+02  0.3172578E+02  two    0.3156248E+02  0.3177955E+02  two    0.3152665E+02  0.3181218E+02  two     D_V(2.4)/r_{\rm{drag}}
Dvrs245*       0.3188855E+02  0.5410852E-01  0.3183426E+02  0.3194204E+02  two    0.3178228E+02  0.3199454E+02  two    0.3174725E+02  0.3202647E+02  two     D_V(2.45)/r_{\rm{drag}}
Dvrs25*        0.3209901E+02  0.5291437E-01  0.3204594E+02  0.3215129E+02  two    0.3199510E+02  0.3220268E+02  two    0.3196084E+02  0.3223386E+02  two     D_V(2.5)/r_{\rm{drag}}
Dvrs255*       0.3230279E+02  0.5174995E-01  0.3225091E+02  0.3235393E+02  two    0.3220124E+02  0.3240421E+02  two    0.3216764E+02  0.3243470E+02  two     D_V(2.55)/r_{\rm{drag}}
Dvrs26*        0.3250017E+02  0.5061475E-01  0.3244946E+02  0.3255020E+02  two    0.3240081E+02  0.3259932E+02  two    0.3236799E+02  0.3262911E+02  two     D_V(2.6)/r_{\rm{drag}}
Dvrs265*       0.3269141E+02  0.4950806E-01  0.3264182E+02  0.3274035E+02  two    0.3259426E+02  0.3278850E+02  two    0.3256216E+02  0.3281750E+02  two     D_V(2.65)/r_{\rm{drag}}
Dvrs27*        0.3287674E+02  0.4842927E-01  0.3282822E+02  0.3292461E+02  two    0.3278169E+02  0.3297168E+02  two    0.3275036E+02  0.3300002E+02  two     D_V(2.7)/r_{\rm{drag}}
Dvrs275*       0.3305642E+02  0.4737778E-01  0.3300895E+02  0.3310321E+02  two    0.3296343E+02  0.3314921E+02  two    0.3293276E+02  0.3317776E+02  two     D_V(2.75)/r_{\rm{drag}}
Dvrs28*        0.3323066E+02  0.4635293E-01  0.3318421E+02  0.3327643E+02  two    0.3313975E+02  0.3332138E+02  two    0.3310959E+02  0.3334953E+02  two     D_V(2.8)/r_{\rm{drag}}
Dvrs285*       0.3339968E+02  0.4535414E-01  0.3335427E+02  0.3344445E+02  two    0.3331077E+02  0.3348845E+02  two    0.3328125E+02  0.3351592E+02  two     D_V(2.85)/r_{\rm{drag}}
Dvrs29*        0.3356367E+02  0.4438071E-01  0.3351929E+02  0.3360752E+02  two    0.3347658E+02  0.3365054E+02  two    0.3344774E+02  0.3367746E+02  two     D_V(2.9)/r_{\rm{drag}}
Dvrs295*       0.3372284E+02  0.4343205E-01  0.3367944E+02  0.3376574E+02  two    0.3363771E+02  0.3380777E+02  two    0.3360932E+02  0.3383416E+02  two     D_V(2.95)/r_{\rm{drag}}
Dvrs30*        0.3387736E+02  0.4250754E-01  0.3383487E+02  0.3391932E+02  two    0.3379416E+02  0.3396042E+02  two    0.3376628E+02  0.3398628E+02  two     D_V(3.0)/r_{\rm{drag}}
